3441.95	91.14
3466.89	90.93
3492.02	90.81
3517.32	90.73
3542.81	90.63
3568.48	90.46
3594.34	90.42
3620.39	90.33
3646.62	90.22
3673.05	90.09
3699.66	89.94
3726.47	89.77
3753.48	89.62
3780.67	89.45
3808.07	89.54
3835.67	89.67
3863.46	89.77
3891.46	89.82
3919.66	89.78
3948.06	87.50
3976.67	74.53
4005.49	90.15
4034.51	80.63
4063.75	90.29
4093.19	90.49
4122.86	90.69
4152.73	90.92
4182.82	91.13
4213.13	91.36
4243.66	91.52
4274.42	91.73
4305.39	91.82
4336.59	91.69
4368.01	91.74
4399.67	91.72
4431.55	91.59
4463.66	91.37
4496.01	91.22
4528.59	91.11
4561.40	90.91
4594.46	90.80
4627.75	90.65
4661.28	90.57
4695.06	90.43
4729.08	90.40
4763.35	90.32
4797.87	90.39
4832.64	90.55
4867.66	90.51
4902.93	90.47
4938.46	90.68
4974.24	90.82
5010.29	91.23
5046.60	85.29
5083.17	91.66
5120.00	91.78
5157.10	91.77
5194.47	91.97
5232.11	92.35
5270.03	92.82
5308.22	93.20
5346.68	93.45
5385.43	93.84
5424.45	93.81
5463.76	93.77
5503.35	93.67
5543.23	93.84
5583.40	94.09
5623.86	94.29
5664.61	94.31
5705.66	94.35
5747.01	94.53
5788.65	94.51
5830.60	94.42
5872.85	94.03
5915.41	91.59
5958.27	93.87
6001.45	88.87
6044.94	93.55
6088.74	79.87
6132.86	93.42
6177.30	93.42
6222.07	93.52
6267.15	93.73
6312.57	93.90
6358.31	94.06
6404.39	94.00
6450.80	93.98
6497.54	94.11
6544.62	94.23
6592.05	94.62
6639.82	94.55
6687.93	94.39
6736.40	94.25
6785.21	94.06
6834.38	93.93
6883.90	93.82
6933.79	93.77
6984.03	93.66
7034.64	93.58
7085.62	93.47
7136.96	93.43
